rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
946,22493,Trey Lance,LAC,QB,17,306.8,1.9,0.8,56.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,25.4
947,24799,Claudin Cherelus,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,1.5,25.3
948,21931,Geno Stone,BUF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.1,1.5,25.2
949,24956,J.J. McCarthy,MIN,QB,17,355.2,2.0,1.1,36.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,25.2
950,26306,Shaun Dolac,LAR,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.5,25.2
951,24926,James Williams Sr.,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1,1.5,25.1
952,19985,Sebastian Joseph-Day,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.3,0.2,1.5,25.1
953,24249,Derick Hall,SEA,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.2,0.1,1.5,25.1
954,21926,Kyle Dugger,CIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.1,1.5,25.0
955,28075,Tyler Onyedim,DEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.5,24.9
956,24386,Yasir Abdullah,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.5,24.8
957,19976,Marquez Valdes-Scantling,DAL,WR,17,0.0,0.0,0.0,3.0,0.0,8.1,117.7,0.8,0.0,0.0,0.0,0.0,1.5,24.8
958,26200,Jay Toia,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.2,0.1,1.5,24.8
959,27005,Gracen Halton,SF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.5,24.8
960,25771,Joe Andreessen,BUF,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.5,24.7
961,24483,Christian Braswell,JAX,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.1,1.4,24.5
962,22072,Noah Igbinoghene,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.4,24.2
963,25477,Rashad Wisdom,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.1,1.4,24.2
964,26790,LT Overton,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,1.4,24.1
965,23960,Tony Adams,TEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.1,1.4,24.1
966,25187,Dominique Hampton,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.1,1.4,24.0
967,25231,Jaden Crumedy,GB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.1,1.4,24.0
968,23514,DJ Davidson,WAS,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.3,0.1,1.4,23.9
969,25205,Isaiah Williams,NYJ,WR,17,0.0,0.0,0.0,23.3,0.0,10.1,97.2,0.5,0.0,0.0,0.0,0.0,1.4,23.9
970,26039,Joshua Farmer,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.1,1.4,23.9
971,23341,Tyler Goodson,ATL,RB,17,0.0,0.0,0.0,83.2,1.5,4.5,28.8,0.0,0.0,0.0,0.0,0.0,1.4,23.9
972,26975,Devin Moore,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,1.4,23.9
973,19016,Samson Ebukam,ATL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.1,1.4,23.8
974,16763,Marcus Mariota,WAS,QB,17,273.4,1.8,0.8,62.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,23.8
975,26892,Julian Neal,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.4,23.8
976,28051,Kevin Coleman Jr.,MIA,WR,17,0.0,0.0,0.0,0.0,0.0,9.3,104.5,0.7,0.0,0.0,0.0,0.0,1.4,23.8
977,24348,Cedric Tillman,CLE,WR,17,0.0,0.0,0.0,0.0,0.0,7.3,100.1,1.1,0.0,0.0,0.0,0.0,1.4,23.7
978,23143,Will Mallory,IND,TE,17,0.0,0.0,0.0,0.0,0.0,8.8,113.8,0.6,0.0,0.0,0.0,0.0,1.4,23.6
979,23632,Brittain Brown,CHI,RB,17,0.0,0.0,0.0,81.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,23.5
980,25134,Brevyn Spann-Ford,DAL,TE,17,0.0,0.0,0.0,0.0,0.0,8.8,93.9,0.9,0.0,0.0,0.0,0.0,1.4,23.4
981,24384,Erick Hallett,TEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.4,23.3
982,26867,Darrell Jackson Jr.,NYJ,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.4,23.2
983,25991,Shemar Stewart,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.2,0.1,1.4,23.2
984,26019,Princely Umanmielen,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.2,0.1,1.4,23.1
985,25738,Elijah Chatman,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1,1.4,23.1
986,26040,Kaleb Johnson,PIT,RB,17,0.0,0.0,0.0,124.3,0.7,4.4,27.9,0.0,0.0,0.0,0.0,0.0,1.4,23.0
987,24986,Cade Stover,HOU,TE,17,0.0,0.0,0.0,0.3,0.0,10.0,89.8,0.7,0.0,0.0,0.0,0.0,1.4,23.0
988,24082,Zacch Pickens,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1,1.3,22.9
989,24463,Julian Hill,NE,TE,17,0.0,0.0,0.0,0.0,0.0,9.4,89.3,0.8,0.0,0.0,0.0,0.0,1.3,22.9
990,22727,Baron Browning,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.4,0.2,0.1,1.3,22.9
991,26059,Keandre Lambert-Smith,LAC,WR,17,0.0,0.0,0.0,3.0,0.0,8.3,100.6,0.7,0.0,0.0,0.0,0.0,1.3,22.9
992,26049,Shemar James,DAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.1,0.1,1.3,22.8
993,24904,Josh Butler,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.2,0.1,1.3,22.8
994,24743,Xavier Smith,LAR,WR,17,0.0,0.0,0.0,8.0,0.0,6.4,113.6,0.7,0.0,0.0,0.0,0.0,1.3,22.8
995,26884,Jake Golday,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.3,22.7
996,26158,Karene Reid,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,1.3,22.7
997,26979,Cyrus Allen,KC,WR,17,0.0,0.0,0.0,0.0,0.0,9.0,106.4,0.5,0.0,0.0,0.0,0.0,1.3,22.6
998,26202,Jordan Burch,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.2,0.1,1.3,22.6
999,24971,Audric Estimé,NO,RB,17,0.0,0.0,0.0,119.0,1.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,1.3,22.6
1000,22890,Patrick Jones II,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.2,0.1,1.3,22.6
1001,19885,B.J. Hill,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.2,0.1,1.3,22.6
1002,26178,Elijah Roberts,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.2,0.1,1.3,22.6
1003,24511,Tyrell Shavers,BUF,WR,17,0.0,0.0,0.0,3.0,0.0,7.6,102.9,0.7,0.0,0.0,0.0,0.0,1.3,22.4
1004,26687,Jordan Turner,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,1.3,22.4
1005,23527,LaBryan Ray,CAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,1.3,22.4
1006,24385,Kendell Brooks,TEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.3,22.3
1007,25280,Ruke Orhorhoro,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.2,0.1,1.3,22.3
1008,26080,Raheim Sanders,CLE,RB,17,0.0,0.0,0.0,99.0,0.0,6.1,48.3,0.4,0.0,0.0,0.0,0.0,1.3,22.2
1009,18900,Mo Alie-Cox,IND,TE,17,0.0,0.0,0.0,0.0,0.0,9.9,83.2,0.7,0.0,0.0,0.0,0.0,1.3,22.2
1010,26076,Omarr Norman-Lott,KC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.2,0.1,1.3,22.2
1011,25208,Erick All Jr.,CIN,TE,17,0.0,0.0,0.0,0.0,0.0,9.0,91.6,0.7,0.0,0.0,0.0,0.0,1.3,22.2
1012,26897,Zakee Wheatley,CAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.3,22.1
1013,24375,Josh Whyle,GB,TE,17,0.0,0.0,0.0,0.0,0.0,8.9,73.0,1.0,0.0,0.0,0.0,0.0,1.3,22.0
1014,26396,Keleki Latu,BUF,TE,17,0.0,0.0,0.0,0.0,0.0,10.2,119.7,0.0,0.0,0.0,0.0,0.0,1.3,22.0
1015,26133,Caleb Ransaw,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,1.3,21.9
1016,25708,Brandon Codrington,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,1.3,21.9
1017,26943,Nate Boerkircher,JAX,TE,17,0.0,0.0,0.0,0.0,0.0,7.5,97.8,0.8,0.0,0.0,0.0,0.0,1.3,21.9
1018,23185,Sam Howell,DAL,QB,17,359.7,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,21.8
1019,26051,Tyrion Ingram-Dawkins,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.2,0.1,1.3,21.8
1020,26375,JP Richardson,CHI,WR,17,0.0,0.0,0.0,0.0,0.0,10.2,80.1,0.6,0.0,0.0,0.0,0.0,1.3,21.6
1021,26150,Jackson Woodard,MIA,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.1,1.3,21.6
1022,27020,Keyshaun Elliott,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.3,21.6
1023,24782,Trevor Nowaske,DET,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.2,0.1,1.3,21.5
1024,22079,Kindle Vildor,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,1.3,21.5
1025,26207,Oluwafemi Oladejo,TEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.3,0.1,1.3,21.5
1026,26361,Dorian Mausi,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.1,1.3,21.5
1027,26071,Danny Stutsman,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.3,21.4
1028,28131,Robert Spears-Jennings,PIT,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,1.3,21.4
1029,26470,Brandon Johnson,SEA,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.3,21.4
1030,23327,Juanyeh Thomas,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.3,21.4
1031,22547,Ronnie Rivers,LAR,RB,17,0.0,0.0,0.0,116.6,0.8,3.4,21.0,0.0,0.0,0.0,0.0,0.0,1.3,21.4
1032,28181,Tyre West,DET,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.3,21.4
1033,25409,Mason Tipton,NO,WR,17,0.0,0.0,0.0,0.0,0.0,12.2,75.0,0.3,0.0,0.0,0.0,0.0,1.3,21.3
1034,26018,Mike Green,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.3,0.1,1.3,21.3
1035,28073,Jackie Marshall,TEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.2,21.2
1036,26956,Seydou Traore,MIA,TE,17,0.0,0.0,0.0,0.0,0.0,9.0,87.8,0.6,0.0,0.0,0.0,0.0,1.2,21.2
1037,26208,Payton Page,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1,1.2,21.1
1038,25359,Winston Reid,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.2,0.1,1.2,21.1
1039,24148,Davis Allen,LAR,TE,17,0.0,0.0,0.0,0.0,0.0,6.8,96.6,0.8,0.0,0.0,0.0,0.0,1.2,21.1
1040,28117,Tacario Davis,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.2,21.0
1041,24168,Tyson Bagent,CHI,QB,17,295.4,2.0,0.7,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.9
1042,23218,Pierre Strong Jr.,GB,RB,17,0.0,0.0,0.0,111.1,1.0,2.7,17.2,0.0,0.0,0.0,0.0,0.0,1.2,20.9
1043,28064,Riley Nowakowski,PIT,FB,17,0.0,0.0,0.0,0.0,0.0,10.3,90.0,0.3,0.0,0.0,0.0,0.0,1.2,20.9
1044,26036,Jordan Phillips,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,1.2,20.9
1045,24278,Hunter Luepke,DAL,RB,17,0.0,0.0,0.0,21.0,0.2,8.6,61.5,0.5,0.0,0.0,0.0,0.0,1.2,20.9
1046,19910,Ian Thomas,LV,TE,17,0.0,0.0,0.0,0.0,0.0,8.3,90.8,0.6,0.0,0.0,0.0,0.0,1.2,20.8
1047,24608,Austin Ajiake,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.2,20.6
1048,27025,Kaleb Elarms-Orr,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.2,20.6
1049,25243,Darius Muasau,NYG,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,1.2,20.6
1050,26126,Sai'vion Jones,DEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.2,0.1,1.2,20.6
1051,21795,Luke Farrell,SF,TE,17,0.0,0.0,0.0,0.0,0.0,8.7,84.5,0.6,0.0,0.0,0.0,0.0,1.2,20.6
1052,25884,Will Howard,PIT,QB,17,410.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.5
1053,25582,Dell Pettus,NE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,1.2,20.5
1054,24728,Patrick O'Connell,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,1.2,20.5
1055,25430,Jeshaun Jones,MIN,WR,17,0.0,0.0,0.0,0.0,0.0,10.9,97.7,0.0,0.0,0.0,0.0,0.0,1.2,20.5
1056,26739,Ty Simpson,LAR,QB,17,325.5,2.3,0.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.4
1057,22803,T.J. Slaton Jr.,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.2,0.1,1.2,20.4
1058,26919,Jimmy Rolder,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.2,20.4
1059,23646,Jake Hummel,HOU,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.2,20.3
1060,28061,DeMonte Capehart,TB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.2,20.1
1061,26673,Jahfari Harvey,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,1.2,20.1
1062,22524,James Mitchell,CAR,TE,17,0.0,0.0,0.0,0.0,0.0,10.1,102.4,0.0,0.0,0.0,0.0,0.0,1.2,20.1
1063,20880,Gardner Minshew II,ARI,QB,17,313.5,2.1,1.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.1
1064,24276,Will McDonald IV,NYJ,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.1,0.1,0.1,1.2,20.1
1065,28045,Drew Allar,PIT,QB,17,398.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.0
1066,28226,Karon Prunty,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.2,19.9
1067,25249,Ty'Ron Hopper,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,1.2,19.9
1068,22330,Michael Hoecht,BUF,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.2,0.1,1.2,19.9
1069,24271,Mekhi Blackmon,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.1,1.2,19.8
1070,21107,Darnell Savage,PIT,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.2,19.8
1071,22922,Jason Pinnock,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.1,1.2,19.8
1072,21876,Khalid Kareem,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.1,1.2,19.7
1073,21556,Tom Kennedy,DET,WR,17,0.0,0.0,0.0,0.0,0.0,12.7,71.6,0.0,0.0,0.0,0.0,0.0,1.2,19.7
1074,26332,Micah Robinson,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.2,19.6
1075,26781,Peter Woods,KC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.1,19.5
1076,20611,Jeremy Reaves,WAS,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.1,19.5
1077,21463,D'Angelo Ross,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.1,1.1,19.4
1078,22505,Davis Mills,HOU,QB,17,304.1,1.8,1.0,15.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,19.3
1079,16497,Teddy Bridgewater,DET,QB,17,345.7,2.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,19.3
1080,23369,David Ojabo,MIA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.2,0.1,1.1,19.2
1081,21933,Jaylinn Hawkins,BAL,FS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.1,1.1,19.2
1082,26789,Keldric Faulk,TEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.1,19.1
1083,28134,Jakobe Thomas,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.1,19.1
1084,20859,Drew Lock,SEA,QB,17,322.6,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,19.1
1085,20816,Lil'Jordan Humphrey,DEN,WR,17,0.0,0.0,0.0,0.0,0.0,6.9,78.3,0.7,0.0,0.0,0.0,0.0,1.1,18.9
1086,22774,Jay Tufele,DET,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.1,1.1,18.9
1087,26906,Keionte Scott,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.1,18.9
1088,26786,R Mason Thomas,KC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.1,18.9
1089,26908,Derrick Moore,DET,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.1,18.9
1090,24243,Jakorian Bennett,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,18.8
1091,28079,Albert Regis,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,18.8
1092,26072,Jay Higgins IV,BAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.1,18.7
1093,26619,Kam Arnold,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.1,1.1,18.7
1094,28406,Tahj Chambers,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,18.7
1095,26123,Barryn Sorrell,GB,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.1,18.5
1096,26764,Demond Claiborne,MIN,RB,17,0.0,0.0,0.0,90.0,0.6,4.2,29.1,0.0,0.0,0.0,0.0,0.0,1.1,18.5
1097,26900,Akheem Mesidor,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,18.5
1098,26047,Nick Martin,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2,0.1,1.1,18.5
1099,22657,John Bates,WAS,TE,17,0.0,0.0,0.0,0.0,0.0,7.7,67.4,0.7,0.0,0.0,0.0,0.0,1.1,18.4
1100,26147,Hunter Wohler,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.1,18.4
1101,28190,Jaden Dugger,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.1,18.4
1102,19922,Justin Watson,HOU,WR,17,0.0,0.0,0.0,0.0,0.0,7.4,81.8,0.5,0.0,0.0,0.0,0.0,1.1,18.4
1103,23394,Esezi Otomewo,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.2,0.1,1.1,18.4
1104,28074,Trey Moore,MIA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.1,18.4
1105,25000,Landon Jackson,BUF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.2,0.1,1.1,18.3
1106,28129,Toriano Pride Jr.,BUF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.1,18.3
1107,22735,Michael Carter II,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.1,18.2
1108,23417,Cam Taylor-Britt,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.1,1.1,18.2
1109,26976,Matt Hibner,BAL,TE,17,0.0,0.0,0.0,0.0,0.0,7.2,67.8,0.7,0.0,0.0,0.0,0.0,1.1,18.2
1110,21046,Jake Browning,TB,QB,17,314.6,2.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.2
1111,12831,Tyrod Taylor,GB,QB,17,300.8,2.0,0.8,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.2
1112,22556,Jaret Patterson,LAC,RB,17,0.0,0.0,0.0,80.5,0.8,3.6,21.1,0.0,0.0,0.0,0.0,0.0,1.1,18.2
1113,24272,D.J. Johnson,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.1,18.1
1114,25221,Gabe Hall,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.1,1.1,18.1
1115,26863,Eli Raridon,NE,TE,17,0.0,0.0,0.0,0.0,0.0,9.8,72.7,0.2,0.0,0.0,0.0,0.0,1.1,18.1
1116,23558,Jack Jones,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,1.1,18.0
1117,25232,Nathaniel Watson,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,1.1,18.0
1118,19330,Nick Mullens,JAX,QB,17,289.4,1.9,1.1,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,17.9
1119,26203,Josaiah Stewart,LAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.1,17.9
