Full Name,Position,BMI,Height (Inches),Weight,Age,Hand Size,Arm Length,20-Yard Shuttle,Athleticism Score,Catch Radius,Height-adjusted Speed Score,Bench Press,3-Cone Drill,40-Yard Dash,Broad Jump,SPARQ-x,Vertical Jump,Burst Score,Agility Score,College YPR,College Dominator Rating,Breakout Year,Breakout Age
Mike Wallace,WR,27.00,72.00,199 lbs,32.00,9.00,31.38,4.27,104.20,10.22,111.70,14.00,6.90,4.33,129.00,118.70,40.00,132.50,11.17,20.10,0.30,2006.00,20.10
Mike Williams,WR,26.50,76.00,218 lbs,23.80,9.38,33.38,-,-,-,102.30,15.00,-,4.59,121.00,-,32.50,115.80,-,16.00,0.27,2014.00,19.90
Miles Austin,WR,27.90,74.00,217 lbs,34.10,10.13,31.00,4.14,107.40,10.25,110.20,21.00,7.09,4.47,123.00,131.00,40.50,130.40,11.23,20.50,0.48,2002.00,18.20
Milton Williams,WR,25.00,75.00,200 lbs,24.40,9.25,31.50,4.45,99.10,10.02,81.40,10.00,6.91,4.74,120.00,87.60,37.50,123.80,11.36,11.70,0.50,2013.00,19.50
Mitch Mathews,WR,26.30,77.00,222 lbs,26.30,10.38,33.00,4.25,109.30,10.22,110.20,12.00,6.99,4.54,129.00,105.40,36.00,125.70,11.24,13.60,0.31,2013.00,21.40
Mohamed Sanu,WR,27.80,73.00,211 lbs,29.00,10.13,33.50,4.22,103.30,10.09,88.70,19.00,6.88,4.67,126.00,110.40,36.00,124.20,11.10,10.50,0.36,2009.00,20.00
Montay Crockett,WR,26.50,71.00,190 lbs,24.70,8.38,31.50,4.25,99.90,10.10,95.10,18.00,6.82,4.44,131.00,116.30,38.00,130.10,11.07,22.60,0.14,-,-
Moritz Boehringer,WR,27.60,76.00,227 lbs,24.80,9.38,32.63,4.10,113.10,10.44,117.30,17.00,6.65,4.48,131.00,124.80,39.00,131.80,10.75,-,-,-,-
Mose Frazier,WR,28.10,70.00,196 lbs,24.90,8.38,31.63,-,-,-,84.00,15.00,-,4.60,125.00,-95.20,37.00,125.40,-,11.40,0.17,-,-
Myles White,WR,24.70,72.00,182 lbs,28.40,9.25,31.63,4.15,97.40,10.15,94.10,11.00,6.90,4.42,121.00,108.50,37.50,124.30,11.05,12.80,0.18,-,-
Nate Burleson,WR,26.90,72.00,198 lbs,37.00,9.00,31.13,4.16,102.50,10.26,94.40,-,6.96,4.51,126.00,-,42.50,135.30,11.12,11.80,0.45,2000.00,19.00
Nate Cole,WR,27.00,72.00,199 lbs,-,9.75,31.75,4.60,91.10,9.53,63.80,11.00,7.31,4.98,109.00,73.40,33.50,111.50,11.91,9.10,0.19,-,-
Nate Washington,WR,24.10,73.00,183 lbs,35.00,-,-,-,-,-,81.70,-,-,4.60,-,-,-,-,-,20.70,0.72,2002.00,19.00
Nathan Palmer,WR,27.60,71.00,198 lbs,29.30,-,-,4.25,101.20,10.05,103.70,13.00,6.92,4.39,125.00,111.20,37.00,125.40,11.17,14.80,0.23,2010.00,21.40
Nathan Slaughter,WR,27.20,69.00,184 lbs,26.00,8.75,29.63,4.18,99.20,10.15,93.70,16.00,7.18,4.39,138.00,124.80,44.50,144.70,11.36,10.30,0.15,-,-
Nelson Agholor,WR,26.90,72.00,198 lbs,25.20,9.25,32.25,4.34,101.70,10.08,102.30,12.00,6.83,4.42,125.00,104.80,36.50,124.60,11.17,12.60,0.32,2013.00,20.30
Nelson Spruce,WR,27.20,73.00,206 lbs,25.70,10.00,30.00,4.20,98.10,9.87,85.20,12.00,7.09,4.69,114.00,97.80,35.00,116.50,11.29,11.30,0.38,2012.00,19.80
Nicholas Norris,WR,24.30,68.00,160 lbs,-,8.63,29.63,4.14,87.50,9.85,70.20,8.00,7.03,4.54,125.00,96.00,37.00,125.40,11.17,17.30,0.30,2013.00,-
Nick Harwell,WR,26.90,71.00,193 lbs,27.50,9.63,31.00,4.22,98.70,10.01,95.70,9.00,6.65,4.45,123.00,100.50,34.50,120.20,10.87,14.50,0.33,2010.00,19.60
Nick Kurtz,WR,25.20,78.00,218 lbs,25.10,9.88,33.50,4.39,104.10,10.07,93.10,7.00,7.05,4.73,117.00,84.80,34.00,116.30,11.44,11.00,0.17,-,-
Nick Toon,WR,26.20,76.00,215 lbs,29.80,9.00,32.50,-,-,-,110.10,18.00,-,4.49,130.00,-,37.50,128.80,-,14.50,0.31,2009.00,20.80
Nick Williams,WR,27.00,69.00,183 lbs,27.70,10.25,34.13,4.11,94.60,10.08,74.60,-,6.79,4.64,114.00,-,37.00,119.90,10.90,11.10,0.09,-,-
Nigel King,WR,26.20,75.00,210 lbs,25.80,9.50,31.63,4.38,105.50,10.25,94.70,15.00,6.58,4.62,128.00,104.90,39.50,131.20,10.96,15.80,0.16,-,-
Noah Brown,WR,28.50,74.00,222 lbs,22.60,9.13,31.75,4.33,-,-,97.10,19.00,7.07,4.64,-,-,-,-,11.40,12.60,0.22,2016.00,20.70
Noel Grigsby,WR,24.40,71.00,175 lbs,26.90,9.88,30.63,4.34,90.70,9.86,67.40,13.00,7.00,4.74,121.00,91.20,37.50,124.30,11.34,15.90,0.16,2010.00,18.90
Noel Thomas,WR,27.80,72.00,205 lbs,23.90,8.75,30.00,-,-,-,95.20,9.00,-,4.54,118.00,-,32.50,114.30,-,11.80,0.43,2014.00,20.00
Odell Beckham,WR,27.60,71.00,198 lbs,25.80,10.00,32.75,3.94,102.90,10.32,100.00,7.00,6.69,4.43,122.00,114.80,38.50,126.50,10.63,19.50,0.35,2012.00,19.80
Patrick Edwards,WR,25.80,69.00,175 lbs,29.80,8.38,29.63,4.20,89.00,9.68,72.60,5.00,7.12,4.62,118.00,85.60,33.50,116.00,11.32,19.70,0.33,2010.00,21.90
Paul McRoberts,WR,25.90,74.00,202 lbs,25.70,10.00,33.88,4.42,99.30,9.92,81.10,8.00,7.28,4.74,125.00,84.20,35.50,122.90,11.70,12.40,0.62,2012.00,19.80
Paul Richardson,WR,23.70,72.00,175 lbs,26.30,8.88,32.63,4.23,96.30,10.16,92.10,10.00,6.98,4.40,124.00,104.90,38.00,126.60,11.21,16.20,0.46,2010.00,18.40
Paul Turner,WR,27.70,70.00,193 lbs,25.20,9.63,31.00,4.31,97.40,9.90,82.70,18.00,7.25,4.60,130.00,109.20,39.00,131.30,11.56,13.40,0.16,-,-
Percy Harvin,WR,25.70,71.00,184 lbs,30.20,9.38,31.63,-,-,-,94.60,19.00,-,4.41,121.00,-,37.50,124.30,-,16.10,0.21,2007.00,19.30
Pharoh Cooper,WR,28.30,71.00,203 lbs,23.40,9.13,32.25,4.26,95.90,9.68,80.90,19.00,7.15,4.70,118.00,100.30,30.50,110.90,11.41,14.70,0.43,2014.00,19.50
Phil Bates,WR,29.00,73.00,220 lbs,28.90,-,32.38,4.39,108.10,10.20,104.50,19.00,6.87,4.53,128.00,117.20,40.50,132.90,11.26,-,-,-,-
Phil Mayhue,WR,27.10,74.00,211 lbs,-,10.25,32.50,4.39,100.80,9.91,89.90,11.00,7.11,4.67,117.00,91.20,34.50,117.20,11.50,15.50,0.12,-,-
Phillip Dorsett,WR,26.50,70.00,185 lbs,25.60,9.38,30.25,4.11,98.00,10.11,100.90,13.00,6.70,4.33,122.00,117.00,37.00,123.90,10.81,24.20,0.33,2012.00,19.70
Pierre Garcon,WR,28.50,72.00,210 lbs,32.00,9.50,31.13,4.19,103.70,10.06,102.80,20.00,6.90,4.48,125.00,121.20,36.50,124.60,11.09,14.30,0.38,2005.00,19.10
Pig Howard,WR,28.80,67.00,184 lbs,25.40,9.13,31.00,4.29,90.50,9.63,72.20,11.00,6.92,4.65,117.00,88.70,32.50,113.80,11.21,8.40,0.12,2013.00,20.50
Preston Parker,WR,27.10,72.00,200 lbs,31.50,9.25,30.38,4.16,97.60,9.92,84.40,16.00,6.92,4.65,117.00,105.60,35.00,118.00,11.08,9.30,0.19,2007.00,20.60
Quadree Henderson,WR,28.90,68.00,190 lbs,21.90,9.88,29.50,4.28,93.70,9.68,86.30,12.00,6.89,4.50,120.00,97.20,32.50,115.30,11.17,11.00,0.05,-,-
Quan Bray,WR,27.80,70.00,194 lbs,25.30,9.25,30.50,4.28,95.70,9.82,86.80,12.00,6.87,4.55,116.00,97.50,34.00,115.80,11.15,12.10,0.17,2014.00,21.40
Quenton Bundrage,WR,27.20,73.00,206 lbs,26.90,9.25,33.75,4.64,101.90,9.97,92.80,17.00,7.07,4.59,123.00,99.00,37.50,125.30,11.71,14.30,0.36,2013.00,22.00
Quincy Adeboyejo,WR,24.60,75.00,197 lbs,23.20,9.38,31.75,4.14,102.40,10.20,106.10,8.00,6.73,4.42,123.00,103.90,34.50,120.20,10.87,14.50,0.13,-,-
Quincy Enunwa,WR,28.90,74.00,225 lbs,26.20,9.50,32.63,-,-,-,116.30,19.00,-,4.45,-,-,-,-,-,14.80,0.42,2013.00,21.30
Quinshad Davis,WR,27.20,75.00,218 lbs,24.20,9.63,33.38,4.35,101.20,9.87,88.70,17.00,7.07,4.74,113.00,96.20,31.50,110.10,11.42,13.40,0.22,2013.00,19.30
Quinton Patton,WR,27.70,72.00,204 lbs,28.00,9.38,32.88,4.01,100.80,10.05,95.60,8.00,6.91,4.53,118.00,103.20,33.00,115.10,10.92,13.40,0.41,2011.00,21.10
Quron Pratt,WR,26.40,72.00,195 lbs,27.30,9.25,32.00,4.19,99.30,10.01,89.70,14.00,6.85,4.55,128.00,104.00,34.50,122.70,11.04,16.10,0.09,-,-
R.J. Harris,WR,27.10,72.00,200 lbs,26.20,9.13,33.13,4.20,100.90,10.05,90.40,18.00,7.23,4.57,127.00,113.20,37.50,127.30,11.43,15.50,0.47,2011.00,19.30
R.J. Shelton,WR,28.70,70.00,200 lbs,24.30,9.00,30.25,4.23,94.10,9.70,79.30,17.00,6.91,4.69,109.00,99.60,32.00,108.90,11.14,14.90,0.28,2016.00,22.30
Ramses Barden,WR,25.90,78.00,224 lbs,32.60,10.75,34.50,4.26,107.10,10.17,99.80,17.00,6.97,4.68,118.00,104.30,33.50,116.00,11.23,18.80,0.71,2005.00,19.70
Randall Cobb,WR,27.50,70.00,192 lbs,28.00,9.38,31.00,4.34,95.50,9.78,93.10,16.00,7.08,4.46,115.00,104.50,33.50,114.50,11.42,12.10,0.28,2010.00,20.00
Rannell Hall,WR,26.90,72.00,198 lbs,25.50,8.63,30.50,4.15,101.50,10.18,87.20,16.00,6.86,4.60,132.00,114.60,41.00,135.70,11.01,10.20,0.14,2012.00,19.60
Rashad Greene,WR,25.40,71.00,182 lbs,25.90,9.00,31.63,4.12,95.60,10.06,84.10,-,6.88,4.53,122.00,-,36.50,123.10,11.00,13.80,0.30,2012.00,20.00
Rashad Ross,WR,23.70,72.00,175 lbs,28.50,8.63,30.50,4.37,92.60,9.87,91.30,12.00,7.19,4.41,115.00,99.10,35.00,117.00,11.56,16.50,0.19,-,-
Rashard Davis,WR,26.30,68.00,173 lbs,23.70,9.00,29.25,4.05,90.60,9.86,77.20,9.00,6.90,4.52,121.00,101.60,35.50,120.90,10.95,13.90,0.17,2015.00,20.70
Rashard Higgins,WR,25.90,73.00,196 lbs,23.80,9.75,32.25,4.53,95.60,9.73,84.60,13.00,7.13,4.64,116.00,85.90,32.00,112.40,11.66,16.20,0.44,2013.00,18.90
Rashawn Scott,WR,26.30,73.00,199 lbs,26.50,9.38,31.38,4.33,97.70,9.87,89.70,17.00,6.88,4.59,116.00,100.50,32.50,113.30,11.21,13.40,0.24,2015.00,23.60
Rasheed Bailey,WR,26.30,74.00,205 lbs,25.00,9.50,31.00,4.40,99.60,9.90,91.20,14.00,6.90,4.62,118.00,95.50,34.00,116.80,11.30,21.30,0.57,2013.00,20.10
Ray-Ray McCloud,WR,27.30,70.00,190 lbs,21.80,9.25,30.25,4.32,94.50,9.82,86.50,13.00,6.89,4.53,113.00,98.40,34.50,115.20,11.21,10.30,0.11,-,-
Reggie Davis,WR,21.40,72.00,158 lbs,22.70,9.25,31.75,4.12,88.60,9.97,82.40,4.00,6.94,4.41,115.00,91.90,32.00,111.90,11.06,14.00,0.05,-,-
Reggie Diggs,WR,26.70,75.00,214 lbs,25.30,9.25,32.63,4.29,105.30,10.14,90.90,12.00,7.08,4.69,132.00,100.10,38.50,131.50,11.37,13.60,0.26,2014.00,21.30
Reggie Wayne,WR,26.90,72.00,198 lbs,39.70,-,-,-,-,-,99.60,-,-,4.45,121.00,-,36.00,121.90,-,17.60,0.32,1997.00,18.80
Ricardo Lockette,WR,27.10,74.00,211 lbs,32.20,9.75,33.75,4.19,106.70,10.17,117.30,22.00,7.15,4.37,127.00,128.90,35.50,123.90,11.34,11.40,-,-,-
Ricardo Louis,WR,27.60,74.00,215 lbs,24.40,9.50,32.38,4.32,107.70,10.16,113.20,18.00,7.07,4.43,132.00,118.30,38.00,130.60,11.39,15.50,0.32,2015.00,21.50
Richard Mullaney,WR,26.20,74.00,204 lbs,25.50,8.63,31.25,4.39,94.60,9.64,77.30,12.00,7.16,4.81,111.00,81.60,30.00,106.50,11.55,10.30,0.17,-,-
Richie James,WR,26.30,70.00,183 lbs,22.90,9.25,31.25,4.16,95.40,9.98,87.10,6.00,6.87,4.48,122.00,97.40,35.50,121.40,11.03,12.40,0.23,2015.00,20.00
Ricky Collins,WR,27.10,72.00,200 lbs,26.40,9.00,32.38,4.39,98.20,9.84,89.70,-,7.43,4.58,119.00,-,36.00,120.70,11.82,16.70,0.29,2014.00,22.50
Ricky Jeune,WR,27.30,74.00,213 lbs,24.70,9.63,32.50,4.39,103.10,10.02,95.60,15.00,6.96,4.61,119.00,101.30,36.00,120.70,11.35,21.80,0.59,2015.00,21.80
Rico Richardson,WR,24.40,73.00,185 lbs,27.10,8.75,31.63,4.12,98.20,10.16,96.10,12.00,6.77,4.43,121.00,108.50,35.50,120.90,10.89,19.20,0.31,2011.00,20.20
Riley Cooper,WR,27.70,75.00,222 lbs,30.90,10.38,32.63,4.15,106.20,10.13,108.30,-,6.73,4.53,114.00,-,33.00,113.10,10.88,18.80,0.31,2009.00,22.00
Riley McCarron,WR,27.80,69.00,188 lbs,25.10,8.13,30.13,4.16,98.30,10.15,89.80,-,6.59,4.46,124.00,-,40.50,130.90,10.75,12.30,0.25,2016.00,23.20
Rishard Matthews,WR,28.50,72.00,210 lbs,28.80,9.13,32.50,4.19,102.40,10.04,90.90,20.00,6.88,4.62,123.00,114.90,36.00,122.70,11.07,15.00,0.44,2010.00,20.90
River Cracraft,WR,26.20,72.00,193 lbs,23.80,8.50,29.50,-,-,-,-,15.00,-,-,-,-,-,-,-,12.50,0.19,2014.00,19.80
Robby Anderson,WR,23.70,75.00,190 lbs,25.30,8.63,30.00,4.27,100.00,10.08,103.20,8.00,7.07,4.41,128.00,101.30,36.50,126.10,11.34,15.70,0.35,2013.00,20.30
Robert Davis,WR,27.40,75.00,219 lbs,23.40,9.63,33.00,4.28,111.70,10.40,115.80,10.00,6.82,4.44,136.00,111.60,41.00,137.70,11.10,14.40,0.31,2013.00,18.40
Robert Foster,WR,25.20,74.00,196 lbs,24.30,9.25,32.13,4.20,99.40,9.99,105.10,-,6.90,4.41,116.00,-,31.00,110.70,11.10,12.00,0.04,-,-
Robert Herron,WR,28.50,69.00,193 lbs,26.20,9.75,30.50,4.27,97.20,9.88,90.60,18.00,6.84,4.48,125.00,111.30,35.50,122.90,11.11,12.90,0.31,2012.00,20.30
Robert Meachem,WR,27.60,74.00,215 lbs,33.90,-,-,4.31,107.10,10.18,117.40,-,6.97,4.39,121.00,-,37.50,124.30,11.28,18.30,0.42,2006.00,21.90
Robert Wheelwright,WR,26.30,74.00,205 lbs,23.70,9.13,31.88,4.14,103.30,10.22,88.90,15.00,6.68,4.65,128.00,109.00,38.00,128.60,10.82,13.10,0.25,2015.00,20.70
Robert Woods,WR,27.30,72.00,201 lbs,26.30,9.25,31.00,4.47,97.90,9.77,95.80,14.00,7.15,4.51,117.00,96.80,33.50,115.50,11.62,11.10,0.32,2010.00,18.40
Rod Streater,WR,25.00,75.00,200 lbs,30.50,-,32.13,4.07,103.90,10.24,99.30,18.00,7.06,4.51,133.00,120.30,37.50,130.30,11.13,16.00,0.33,2010.00,22.60
Roddy White,WR,27.40,73.00,208 lbs,36.80,9.63,31.63,4.01,105.30,10.29,101.40,18.00,7.12,4.50,126.00,128.40,41.00,132.70,11.13,20.50,0.51,2002.00,20.80
Rodney Adams,WR,24.90,73.00,189 lbs,23.90,9.00,32.00,4.28,96.80,9.84,97.30,8.00,6.98,4.44,125.00,91.20,29.50,112.70,11.26,15.30,0.29,2015.00,21.00
Rodney Smith,WR,26.70,76.00,219 lbs,28.40,10.25,34.75,4.07,108.00,10.27,110.20,-,7.03,4.51,120.00,-,34.50,118.70,11.10,13.80,0.15,-,-
Roger Lewis,WR,27.30,72.00,201 lbs,24.70,9.75,32.00,4.45,96.70,9.68,90.90,8.00,7.58,4.57,116.00,87.00,33.50,115.00,12.03,16.60,0.34,2014.00,20.80
Ross Apo,WR,26.20,75.00,210 lbs,27.90,9.25,34.38,4.27,105.80,10.19,95.50,12.00,6.99,4.61,134.00,100.70,36.50,129.10,11.26,13.30,0.23,2011.00,20.90
Rudy Rudolph,WR,22.40,73.00,170 lbs,25.10,8.38,31.63,4.46,88.00,9.71,78.60,-,7.06,4.56,104.00,-,30.00,103.00,11.52,19.40,0.45,2011.00,18.20
Rueben Randle,WR,26.00,75.00,208 lbs,27.30,9.50,33.00,4.36,101.70,9.92,99.70,15.00,6.99,4.55,121.00,97.80,31.00,113.20,11.35,17.30,0.41,2010.00,19.30
Russell Gage,WR,25.20,72.00,186 lbs,22.50,9.13,33.00,4.25,97.80,10.14,85.60,15.00,7.03,4.55,122.00,107.50,39.00,127.30,11.28,13.60,0.14,-,-
Russell Shepard,WR,25.70,73.00,195 lbs,27.90,9.25,30.88,4.37,99.50,10.03,94.30,8.00,7.09,4.51,122.00,96.80,38.50,126.50,11.46,7.70,0.11,-,-
Ryan Broyles,WR,27.00,70.00,188 lbs,30.30,9.00,30.25,-,-,-,82.70,21.00,-,4.57,117.00,-,32.50,113.80,-,13.90,0.43,2009.00,21.40
Ryan Grant,WR,25.20,73.00,191 lbs,27.60,9.63,31.00,4.11,97.20,10.08,82.40,8.00,6.68,4.64,119.00,96.10,35.50,119.90,10.79,13.50,0.45,2012.00,21.70
Ryan Spadola,WR,26.90,73.00,204 lbs,27.50,9.75,30.75,4.07,101.40,10.07,101.30,15.00,6.72,4.48,119.00,113.00,33.50,116.50,10.79,14.90,0.31,2010.00,19.60
Ryan Switzer,WR,27.50,68.00,181 lbs,23.80,9.25,28.00,4.00,90.90,9.76,81.50,11.00,6.77,4.51,116.00,103.40,32.00,112.40,10.77,11.60,0.25,2016.00,21.80
Ryan Whalen,WR,26.60,73.00,202 lbs,29.00,9.00,30.00,4.09,101.30,10.17,88.70,18.00,6.67,4.62,123.00,116.60,38.50,127.00,10.76,10.70,0.22,2009.00,20.10
Saalim Hakim,WR,26.20,71.00,188 lbs,28.50,-,-,-,-,-,104.00,-,-,4.33,-,-,-,-,-,-,0.15,2010.00,20.60
Saeed Blacknall,WR,26.70,74.00,208 lbs,22.40,9.88,33.38,4.19,105.00,10.12,110.50,24.00,6.77,4.42,127.00,126.00,32.50,118.80,10.96,20.10,0.11,-,-
Sam Mentkowski,WR,25.70,73.00,195 lbs,-,-,-,4.00,100.80,10.21,98.60,3.00,6.76,4.46,120.00,103.00,35.50,120.40,10.76,22.00,0.41,2014.00,-
Sammie Coates,WR,28.00,73.00,212 lbs,25.40,9.38,33.38,4.06,108.80,10.39,110.10,23.00,6.98,4.43,131.00,139.00,41.00,135.20,11.04,21.80,0.30,2013.00,20.40
Sammy Watkins,WR,27.80,73.00,211 lbs,25.20,9.63,32.00,4.34,104.10,9.98,109.60,16.00,6.95,4.43,126.00,109.30,34.00,120.80,11.29,14.50,0.34,2011.00,18.20
Santana Moss,WR,28.70,70.00,200 lbs,39.20,-,-,-,-,-,111.20,-,-,4.31,127.00,-,42.00,134.90,-,16.60,0.25,1998.00,19.30
Santonio Holmes,WR,26.80,71.00,192 lbs,34.40,9.63,32.00,4.26,100.60,10.13,99.60,-,6.82,4.40,126.00,-,38.00,127.60,11.08,18.40,0.49,2005.00,21.50
Seantavius Jones,WR,26.00,75.00,208 lbs,26.00,9.63,34.88,4.32,105.60,10.28,97.10,14.00,6.96,4.58,125.00,105.20,38.50,128.00,11.28,14.10,0.43,2012.00,20.10
Seth Roberts,WR,25.20,74.00,196 lbs,27.50,8.88,32.50,4.41,100.10,10.04,100.40,9.00,6.77,4.46,117.00,93.90,34.00,116.30,11.18,21.40,0.36,2013.00,22.50
Seyi Ajirotutu,WR,26.40,75.00,211 lbs,31.20,9.38,32.63,4.39,102.30,10.01,96.80,14.00,7.22,4.60,115.00,99.80,36.00,118.70,11.61,13.80,0.30,2008.00,21.20
Shane Wynn,WR,25.30,66.00,157 lbs,25.70,8.88,29.50,4.25,86.90,9.81,80.00,13.00,6.89,4.34,120.00,106.30,36.00,121.20,11.14,12.60,0.42,2014.00,21.80
Shaq Evans,WR,28.10,73.00,213 lbs,27.40,9.63,32.00,4.21,103.50,9.99,103.00,13.00,7.07,4.51,122.00,106.30,34.50,119.70,11.28,15.10,0.30,2012.00,21.50
Shaq Hill,WR,28.50,69.00,193 lbs,25.20,8.25,30.00,-,-,-,86.60,21.00,-,4.53,124.00,-,35.50,122.40,-,15.00,0.26,2016.00,23.30
Shay Fields,WR,26.80,70.00,187 lbs,22.10,8.88,30.13,4.14,95.50,9.91,86.70,13.00,6.97,4.51,123.00,106.00,35.50,121.90,11.11,14.70,0.27,2015.00,19.20
Shelton Gibson,WR,26.60,71.00,191 lbs,24.40,8.88,32.00,4.20,96.40,9.90,90.60,8.00,6.83,4.50,118.00,94.40,32.00,113.40,11.03,23.00,0.32,2015.00,21.50
Sidney Rice,WR,25.20,75.00,202 lbs,31.90,9.25,32.50,4.34,103.10,10.21,100.30,14.00,7.09,4.51,119.00,107.80,39.50,126.70,11.43,15.10,0.47,2005.00,19.00
Simmie Cobbs,WR,27.50,75.00,220 lbs,22.80,9.25,32.00,4.32,102.60,9.90,97.50,11.00,6.70,4.64,113.00,90.50,30.00,107.50,11.02,11.70,0.29,2015.00,19.90
Skye Dawson,WR,23.60,69.00,160 lbs,27.70,8.13,28.25,4.26,87.20,9.80,77.80,-,6.90,4.44,118.00,-,35.50,119.40,11.16,13.40,0.14,-,-
Solomon Patton,WR,27.20,68.00,179 lbs,27.80,9.13,29.75,4.13,91.90,9.76,86.60,16.00,7.02,4.43,120.00,110.30,33.00,116.10,11.15,12.60,0.41,2013.00,22.90
Speedy Noil,WR,27.80,71.00,199 lbs,22.80,9.25,30.00,-,-,-,94.40,18.00,-,4.50,133.00,-,43.50,140.50,-,14.10,0.13,-,-
Stacy Coley,WR,26.40,72.00,195 lbs,23.20,9.75,32.25,4.40,98.50,9.88,98.10,10.00,7.15,4.45,122.00,95.60,34.00,118.80,11.55,12.00,0.27,2013.00,18.30
Stedman Bailey,WR,27.70,70.00,193 lbs,27.70,9.88,32.75,4.09,97.70,10.02,88.70,11.00,6.81,4.52,117.00,104.30,34.50,117.20,10.90,14.20,0.47,2011.00,20.80
Stefon Diggs,WR,26.40,72.00,195 lbs,24.50,10.00,31.25,4.32,98.00,9.93,97.20,11.00,7.03,4.46,115.00,100.00,35.00,117.00,11.35,12.80,0.36,2012.00,18.60
Stephen Hill,WR,26.20,76.00,215 lbs,27.30,9.38,33.38,4.48,110.80,10.33,123.90,14.00,6.88,4.36,133.00,112.70,39.50,133.70,11.36,29.30,0.45,2010.00,19.40
Sterling Shepard,WR,27.80,70.00,194 lbs,25.50,9.75,30.38,4.35,99.10,10.04,92.40,20.00,7.00,4.48,123.00,118.90,41.00,131.20,11.35,17.00,0.33,2013.00,20.60
Steve Ishmael,WR,27.20,74.00,212 lbs,23.10,8.50,32.75,4.38,101.80,9.93,92.70,16.00,6.84,4.64,120.00,97.70,32.50,115.30,11.22,12.80,0.37,2014.00,19.20
Steve Johnson,WR,25.90,74.00,202 lbs,32.10,9.63,32.75,4.26,99.90,9.94,93.10,-,7.07,4.58,121.00,-,32.50,115.80,11.33,17.40,0.30,2007.00,21.10
Steve Smith,WR,27.30,69.00,185 lbs,39.30,-,-,4.19,96.70,10.06,92.50,-,6.68,4.41,120.00,-,38.00,124.60,10.87,21.20,0.31,1999.00,20.30
Steven Dunbar,WR,26.30,74.00,205 lbs,22.60,9.25,32.88,4.45,98.70,9.92,76.40,9.00,7.03,4.83,120.00,82.80,36.00,121.20,11.48,14.10,0.26,2017.00,21.70
Steven Mitchell,WR,27.10,70.00,189 lbs,24.30,9.38,30.38,4.40,94.30,9.74,83.80,13.00,6.75,4.56,121.00,92.20,32.50,115.80,11.15,15.70,0.18,-,-
T.J. Graham,WR,25.10,71.00,180 lbs,29.00,9.00,32.75,4.18,95.80,10.04,92.60,8.00,6.77,4.41,120.00,99.30,33.50,117.00,10.95,16.50,0.23,2011.00,22.10
T.J. Jones,WR,25.50,72.00,188 lbs,26.10,10.00,30.63,4.27,96.00,9.91,92.10,13.00,6.82,4.48,119.00,100.00,33.00,115.60,11.09,15.80,0.33,2013.00,21.10
T.J. Moe,WR,27.90,71.00,200 lbs,27.80,9.75,30.13,3.96,98.00,10.06,77.10,26.00,6.53,4.74,120.00,128.80,36.00,121.20,10.49,10.00,0.22,2010.00,19.90
T.Y. Hilton,WR,27.00,69.00,183 lbs,28.70,8.50,32.00,4.36,95.10,9.88,93.10,7.00,7.03,4.39,119.00,96.20,35.50,119.90,11.39,14.40,0.42,2008.00,18.80
Tajae Sharpe,WR,24.90,74.00,194 lbs,23.60,8.38,32.25,-,-,-,91.80,11.00,-,4.55,114.00,-,33.50,114.00,-,11.50,0.38,2013.00,18.70
Tandon Doss,WR,26.60,74.00,207 lbs,28.90,10.13,31.25,4.22,99.70,9.94,88.20,14.00,6.91,4.67,116.00,99.00,33.50,115.00,11.13,11.20,0.29,2009.00,20.00
Tanner Gentry,WR,27.40,73.00,208 lbs,23.60,9.88,30.50,4.43,100.60,9.89,90.50,19.00,7.29,4.63,123.00,107.20,38.00,126.10,11.72,18.40,0.45,2015.00,20.70
Tanner McEvoy,WR,25.70,78.00,222 lbs,25.50,10.38,31.00,4.29,105.40,10.05,104.10,17.00,7.00,4.62,117.00,105.20,33.50,115.50,11.29,10.90,0.02,-,-
Tavares Martin,WR,24.40,73.00,185 lbs,22.50,9.13,32.13,-,-,-,69.70,-,-,4.80,-,-,31.50,-,-,11.90,0.25,2016.00,20.60
Tavarres King,WR,25.60,72.00,189 lbs,28.10,9.50,33.00,4.33,98.80,10.07,93.40,11.00,6.91,4.47,123.00,100.10,36.50,123.60,11.24,22.60,0.24,2011.00,21.10
Taylor Gabriel,WR,25.40,68.00,167 lbs,27.50,8.38,29.75,4.21,91.50,10.01,79.30,17.00,6.84,4.45,125.00,114.40,40.00,130.50,11.05,14.50,0.29,2011.00,20.60
Taylor Price,WR,28.70,72.00,212 lbs,30.80,9.50,31.25,4.34,103.80,10.07,110.60,16.00,6.82,4.41,114.00,114.00,37.00,119.90,11.16,14.00,0.25,2007.00,19.90
Taywan Taylor,WR,28.30,71.00,203 lbs,23.40,9.25,32.63,4.21,102.30,10.04,96.30,13.00,6.57,4.50,132.00,104.10,33.50,123.00,10.78,17.70,0.39,2015.00,20.50
Ted Ginn,WR,25.10,71.00,180 lbs,33.30,9.13,31.25,-,-,-,90.90,-,-,4.43,-,-,34.50,-,-,13.20,0.29,2005.00,20.40
Tello Luckett,WR,28.60,72.00,211 lbs,27.50,9.25,31.00,4.50,98.10,9.63,89.00,17.00,7.51,4.65,118.00,96.90,34.00,116.80,12.01,26.20,0.50,2012.00,21.60
